KM,callnum,title,author,year,month,page,specattr,specattrloc,specneg,specnegloc,specop,specformpage,specdescpage,sprocessperiod,sprocess,photomech,hasphoto,paperman,paperbran,paperloc,negman,negbran,negloc,lensman,lensbran,lensloc,mountman,mountloc,coatman,coatloc,accman,accloc,subj,snote,sanalysis,specpath,fullspecpath,negman_k,mountman_k,lensman_k,accman_k,coatman_k,paperman_k,author_sort,specattr_sort,specneg_sort,specop_sort,localpath,cluster,decade,title_c,author_c,decade_c,specattr_c,specattrloc_c,specneg_c,specnegloc_c,specop_c,sprocess_c,photomech_c,hasphoto_c,paperman_c,paperbran_c,paperloc_c,negman_c,negbran_c,negloc_c,lensman_c,lensbran_c,lensloc_c,mountman_c,mountloc_c,coatman_c,coatloc_c,accman_c,accloc_c,subj_c,cluster_c,negman_k_c,mountman_k_c,lensman_k_c,accman_k_c,coatman_k_c,paperman_k_c,tabspecpath
587,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,16b,k.k. Militar-Geographischen Institut,"Vienna, Austria",,,,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/587_S.JPG,specimens_resized_panel/587_S.JPG,False,False,False,False,False,False,"Hornig, Emil",k.k. Militar-Geographischen Institut,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/587_S.JPG,9,188,3,2,2,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/587_S.JPG
588,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,52b,Ignaz Fuchs,"Prague, Czech Republic",H. Eckert & J. Mullern,"Prague, Czech Republic",,,,Lichtdruck,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/588_S.JPG,specimens_resized_panel/588_S.JPG,False,False,False,False,False,False,"Hornig, Emil","Fuchs, Ignaz",H. Eckert & J. Mullern,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/588_S.JPG,0,188,3,2,2,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,0,specimens/588_S.JPG
589,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,70b,J. Hauser,"Näfels, Switzerland",,,,,,Photozinkotypie,Photolithograph,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/589_S.JPG,specimens_resized_panel/589_S.JPG,False,False,False,False,False,False,"Hornig, Emil","Hauser, J.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/589_S.JPG,8,188,3,2,2,7,7,7,7,7,5,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,0,0,0,0,0,0,specimens/589_S.JPG
590,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,88b,H. Schwerdtfeger,"Berlin, Germany",,,,,,Phototypie,Collotype,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/590_S.JPG,specimens_resized_panel/590_S.JPG,False,False,False,False,False,False,"Hornig, Emil","Schwerdtfeger, H.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/590_S.JPG,8,188,3,2,2,7,3,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,0,0,0,0,0,0,specimens/590_S.JPG
591,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,142b,Angerer & Goschl,"Vienna, Austria",,,,,,Photozinkotypie,Photolithograph,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/591_S.JPG,specimens_resized_panel/591_S.JPG,False,False,False,False,False,False,"Hornig, Emil",Angerer & Goschl,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/591_S.JPG,3,188,3,2,2,7,4,7,7,7,5,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,0,0,0,0,0,0,specimens/591_S.JPG
592,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,143b,G. Pizzighelli,,,,,,,Director Umdruck vom photographischen Gelatine-Emulsions-Negative auf Stein,Direct transfer print from a gelatin emulsion negative on stone,True,True,,,,,,,,,,,,,,,,Landscape / Artwork,,,specimens_resized/592_S.JPG,specimens_resized_panel/592_S.JPG,False,False,False,False,False,False,"Hornig, Emil","Pizzighelli, G.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/592_S.JPG,8,188,3,2,2,7,7,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,specimens/592_S.JPG
593,TR 1. F84,Photographische Correspondenz,Emil Hornig,1881,,160b,E. Mariot,,,,,,,Photographische aetzung in stahl,Photogravure,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/593_S.JPG,specimens_resized_panel/593_S.JPG,False,False,False,False,False,False,"Hornig, Emil","Mariot, E.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/593_S.JPG,8,188,3,2,2,7,7,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,0,0,0,0,0,0,specimens/593_S.JPG
594,TR 1. H8,Humphrey's Journal of the Daguerreotype and Photographic Arts,Samuel Dwight Humphrey,1859,February,289,J.A. Cutting and L.H. Bradford,"Boston, MA, USA",,,,,290-291,Photolithography,Photolithograph,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/594_S.JPG,specimens_resized_panel/594_S.JPG,False,False,False,False,False,False,"Humphrey, Samuel Dwight","Cutting, J.A. and Bradford, L.H.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/594_S.JPG,8,185,7,7,5,7,7,7,7,7,5,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,0,0,0,0,0,0,specimens/594_S.JPG
595,TR 1. H8,Humphrey's Journal of the Daguerreotype and Photographic Arts,Samuel Dwight Humphrey,1859,February,305,J.A. Cutting and L.H. Bradford,"Boston, MA, USA",,,,,305-306,Photolithography,Photolithograph,True,True,,,,,,,,,,,,,,,,Architecture,,,specimens_resized/595_S.JPG,specimens_resized_panel/595_S.JPG,False,False,False,False,False,False,"Humphrey, Samuel Dwight","Cutting, J.A. and Bradford, L.H.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/595_S.JPG,7,185,7,7,5,7,7,7,7,7,5,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,0,0,0,0,0,0,specimens/595_S.JPG
597,TR 1. P8,The Photographic Times,Scovill Manufacturing Co.,1873,May,backmatter,Benerman & Wilson,"Philadelphia, PA, USA",,,,Ad,Ad,Sample vignetting paper,Sample vignetting paper,False,False,,,,,,,,,,,,,,Waymouth Vignette Papers,"Nailsea, England, UK",Product Sample,,,specimens_resized/597_S.JPG,specimens_resized_panel/597_S.JPG,False,False,False,True,False,False,Scovill Manufacturing Co.,Benerman & Wilson,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/597_S.JPG,5,187,7,5,1,7,0,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,7,7,0,0,0,1,0,0,specimens/597_S.JPG
598,TR 1. P8,The Photographic Times,Scovill Manufacturing Co.,1874,,frontmatter,"A.M. Collins, Son & Co.","Philadelphia, PA, USA",,,,Ad,Ad,Sample mount,Sample mount,False,False,,,,,,,,,,"A.M. Collins, Son & Co.","Philadelphia, PA, USA",,,,,Product Sample,,,specimens_resized/598_S.JPG,specimens_resized_panel/598_S.JPG,False,True,False,False,False,False,Scovill Manufacturing Co.,"A.M. Collins, Son & Co.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/598_S.JPG,8,187,7,5,1,7,0,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,5,0,1,0,0,0,0,specimens/598_S.JPG
599,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,January,1a,F. Gutekunst,"Philadelphia, PA, USA",F. Gutekunst,"Philadelphia, PA, USA",,,15-16,,Albumen silver print,False,True,,,,,,,Harrison,Globe Lens,"New York, NY, USA",,,,,,,Artwork,,,specimens_resized/599_S.JPG,specimens_resized_panel/599_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Gutekunst, F.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/599_S.JPG,0,186,0,0,3,0,0,7,0,7,0,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7,7,2,3,0,0,1,0,0,0,specimens/599_S.JPG
600,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,February,17a,F. Gutekunst,"Philadelphia, PA, USA",F. Gutekunst,"Philadelphia, PA, USA",,,30,,Albumen silver print,False,True,Gutekunst,Extra Albumen Paper,"Philadelphia, PA, USA",,,,Harrison,"Globe Lens, 6 in","New York, NY, USA",,,,,,,Artwork,,,specimens_resized/600_S.JPG,specimens_resized_panel/600_S.JPG,False,False,True,False,False,True,"Wilson, Edward L.","Gutekunst, F.","Gutekunst, F.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/600_S.JPG,7,186,0,0,3,0,0,7,0,7,0,0,0,7,7,5,7,7,7,0,7,0,7,7,7,7,7,7,2,4,0,0,1,0,0,1,specimens/600_S.JPG
601,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,March,33a,,,F.A. Wenderoth,"Philadelphia, PA, USA",,,44-45,,Albumen silver print,False,True,,,,,,,Harrison,"Globe Lens, 8 in","New York, NY, USA",,,,,,,Landscape,,,specimens_resized/601_S.JPG,specimens_resized_panel/601_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.",,"Wenderoth, F.A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/601_S.JPG,9,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,0,5,0,7,7,7,7,7,7,1,2,0,0,1,0,0,0,specimens/601_S.JPG
602,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,April,49a,,,John Moran,"Philadelphia, PA, USA",,,62,,Albumen silver print,False,True,,,,,,,Harrison,"Globe Lens, 3 in",,,,,,,,Landscape,,,specimens_resized/602_S.JPG,specimens_resized_panel/602_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.",,"Moran, John",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/602_S.JPG,9,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,0,4,7,7,7,7,7,7,7,1,2,0,0,1,0,0,0,specimens/602_S.JPG
603,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,May,65a,A.H. Hemple,"Philadelphia, PA, USA",Borda and F.T. Fassitt,"Philadelphia, PA, USA",,,80,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/603_S.JPG,specimens_resized_panel/603_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Hemple, A.H.",Borda and F.T. Fassitt,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/603_S.JPG,3,186,0,0,3,7,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0,0,0,0,specimens/603_S.JPG
604,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,June,81a,A.H. Hemple,"Philadelphia, PA, USA","Borda, F.T. Fassitt, and Graff","Philadelphia, PA, USA",,,94,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/604_S.JPG,specimens_resized_panel/604_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Hemple, A.H.","Borda, F.T. Fassitt, and Graff",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/604_S.JPG,3,186,0,0,3,7,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0,0,0,0,specimens/604_S.JPG
605,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,July,97a,,,Wallis Brothers,"Chicago, IL, USA",,111-12,111-112,,Salt print with gelatine additive and gum arabic coating,False,True,Steinbach & Co.,Plain Saxe Paper,"Malmedy, Belgium",,,,,,,,,,,,,Artwork,,XRF,specimens_resized/605_S.JPG,specimens_resized_panel/605_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",,Wallis Brothers,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/605_S.JPG,0,186,0,0,3,7,7,7,4,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,0,0,0,0,0,1,specimens/605_S.JPG
606,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,August,113a,,,John Moran,"Philadelphia, PA, USA",,,126,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/606_S.JPG,specimens_resized_panel/606_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,"Moran, John",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/606_S.JPG,7,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,0,0,0,0,0,0,specimens/606_S.JPG
607,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,September,128b,,,John Moran,"Philadelphia, PA, USA",,,142-143,,Albumen silver print,False,True,,,,,,,Harrison,Globe Lens,"New York, NY, USA",,,,,,,Landscape,,,specimens_resized/607_S.JPG,specimens_resized_panel/607_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.",,"Moran, John",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/607_S.JPG,9,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7,7,1,2,0,0,1,0,0,0,specimens/607_S.JPG
608,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,October,145a,R. Newell,"Philadelphia, PA, USA",R. Newell,"Philadelphia, PA, USA",,158,158,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Interior,Newell copyrighted the photograph a year before photographs would be acknowledged as a category of copyrightable material,,specimens_resized/608_S.JPG,specimens_resized_panel/608_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Newell, R.","Newell, R.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/608_S.JPG,7,186,0,0,3,7,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,specimens/608_S.JPG
609,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,November,161a,F. Gutekunst,"Philadelphia, PA, USA",J.D. Sergeant,"Philadelphia, PA, USA",,174,174-175,Wet collodion picture,Albumen silver print,False,True,,,,,,,Harrison,"Globe Lens, 3 in","New York, NY, USA",,,,,,,Landscape,,,specimens_resized/609_S.JPG,specimens_resized_panel/609_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Sergeant, J.D.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/609_S.JPG,3,186,0,0,3,0,0,7,0,7,0,0,0,7,7,7,7,7,7,0,4,0,7,7,7,7,7,7,1,7,0,0,1,0,0,0,specimens/609_S.JPG
610,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1864,December,177a,R. Newell,"Philadelphia, PA, USA",C. Eugene Mayer,"Philadelphia, PA, USA",,,191,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Architecture / Landscape,,,specimens_resized/610_S.JPG,specimens_resized_panel/610_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Newell, R.","Mayer, C. Eugene",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/610_S.JPG,7,186,0,0,3,7,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,specimens/610_S.JPG
611,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,January,1a,J. Carbutt,"Chicago, IL, USA",J. Carbutt,"Chicago, IL, USA",,30-31,14-15,,Albumen silver print,False,True,,,,,,,Dallmeyer,Triplet Lens,"London, England, UK",,,,,,,Landscape,,,specimens_resized/611_S.JPG,specimens_resized_panel/611_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.","Carbutt, J.","Carbutt, J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/611_S.JPG,9,186,0,0,3,7,7,7,4,7,0,0,0,7,7,7,7,7,7,1,7,1,7,7,7,7,7,7,1,2,0,0,1,0,0,0,specimens/611_S.JPG
612,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,November,1b,R. Newell,"Philadelphia, PA, USA",J.C. Browne,"Philadelphia, PA, USA",,,186,,Albumen silver print,False,True,O.S. Follet,XL Albumen Paper,"New York, NY, USA",,,,Harrison,Globe Lens,"New York, NY, USA",,,,,,,"Portrait, group",,,specimens_resized/612_S.JPG,specimens_resized_panel/612_S.JPG,False,False,True,False,False,True,"Wilson, Edward L.","Newell, R.","Browne, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/612_S.JPG,7,186,0,0,3,7,0,7,0,7,0,0,0,7,7,4,7,7,7,0,0,0,7,7,7,7,7,7,7,4,0,0,1,0,0,1,specimens/612_S.JPG
613,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,June,2a,,,Loescher & Petsch,"Berlin, Germany",,,87-93,,Albumen silver print,False,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/613_S.JPG,specimens_resized_panel/613_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,Loescher & Petsch,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/613_S.JPG,1,186,0,0,3,7,7,0,1,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,0,0,0,0,0,0,specimens/613_S.JPG
614,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,February,17a,J. Carbutt,"Chicago, IL, USA",J. Carbutt,"Chicago, IL, USA",,30-31,30-31,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/614_S.JPG,specimens_resized_panel/614_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Carbutt, J.","Carbutt, J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/614_S.JPG,9,186,0,0,3,7,7,7,4,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/614_S.JPG
615,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,March,33a,,,J.C. Browne,"Philadelphia, PA, USA",,,47-48,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/615_S.JPG,specimens_resized_panel/615_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,"Browne, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/615_S.JPG,9,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/615_S.JPG
616,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,April,49a,R. Newell,"Philadelphia, PA, USA",J.C. Browne,"Philadelphia, PA, USA",,,64,,Albumen silver print,False,True,O.S. Follet,XL Albumen Paper,"New York, NY, USA",,,,Harrison,Globe Lens,"New York, NY, USA",,,,,,,Landscape,,,specimens_resized/616_S.JPG,specimens_resized_panel/616_S.JPG,False,False,True,False,False,True,"Wilson, Edward L.","Newell, R.","Browne, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/616_S.JPG,9,186,0,0,3,7,0,7,0,7,0,0,0,7,7,4,7,7,7,0,0,0,7,7,7,7,7,7,1,2,0,0,1,0,0,1,specimens/616_S.JPG
617,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,May,67a,R. Newell,"Philadelphia, PA, USA",J.C. Browne,"Philadelphia, PA, USA",,,83-85,,Albumen silver print,False,True,O.S. Follet,XL Albumen Paper,"New York, NY, USA",,,,Harrison,Globe Lens,"New York, NY, USA",,,,,,,Landscape,,,specimens_resized/617_S.JPG,specimens_resized_panel/617_S.JPG,False,False,True,False,False,True,"Wilson, Edward L.","Newell, R.","Browne, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/617_S.JPG,9,186,0,0,3,7,0,7,0,7,0,0,0,7,7,4,7,7,7,0,0,0,7,7,7,7,7,7,1,2,0,0,1,0,0,1,specimens/617_S.JPG
618,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,July,105a,,,J.D. Sergeant,"Philadelphia, PA, USA",,,121,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/618_S.JPG,specimens_resized_panel/618_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,"Sergeant, J.D.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/618_S.JPG,9,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/618_S.JPG
619,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1865,December,189a,Henszey & Co.,"Philadelphia, PA, USA","Wenderoth, Taylor & Brown","Philadelphia, PA, USA",,,205,,Albumen silver print,False,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/619_S.JPG,specimens_resized_panel/619_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",Henszey & Co.,"Wenderoth, Taylor & Brown",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/619_S.JPG,7,186,0,0,3,7,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,0,0,0,0,0,0,specimens/619_S.JPG
620,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,January,1a,R. Newell,"Philadelphia, PA, USA",J.C. Browne,"Philadelphia, PA, USA",,,28-29,,Albumen silver print,False,True,John R. Clemons,Albumen Paper,"Philadelphia, PA, USA",,,,,,,,,,,,,"Interior / Portrait, group",,,specimens_resized/620_S.JPG,specimens_resized_panel/620_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Newell, R.","Browne, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/620_S.JPG,7,186,0,0,3,7,0,7,0,7,0,0,0,4,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,1,specimens/620_S.JPG
621,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,February,33a,A. Marshall,"Boston, MA, USA",J. Reid,"Paterson, NJ, USA",,,60-61,,Albumen silver print,False,True,A.S. Barber,Extra Albumen Paper,"Hartford, CT, USA",,,,Harrison,Globe Lens,"New York, NY, USA",,,,,,,Landscape,,,specimens_resized/621_S.JPG,specimens_resized_panel/621_S.JPG,False,False,True,False,False,True,"Wilson, Edward L.","Marshall, A.","Reid, J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/621_S.JPG,9,186,0,0,3,7,7,7,7,7,0,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7,7,1,2,0,0,1,0,0,1,specimens/621_S.JPG
622,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,March,65a,,,E.H. Alley,"Moravia, NY, USA",,,93,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/622_S.JPG,specimens_resized_panel/622_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,"Alley, E.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/622_S.JPG,3,186,0,0,3,7,7,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0,0,0,0,specimens/622_S.JPG
623,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,April,97a,,,S.G. & T.W. Rogers,"Carmichaels, PA, USA",,,125,,Albumen silver print,False,True,,,,,,,Voigtlander,1/4 View Lens,"Braunschweig, Germany",,,,,,,Architecture,,,specimens_resized/623_S.JPG,specimens_resized_panel/623_S.JPG,False,False,True,False,False,False,"Wilson, Edward L.",,S.G. & T.W. Rogers,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/623_S.JPG,9,186,0,0,3,7,7,7,7,7,0,0,0,7,7,7,7,7,7,2,7,2,7,7,7,7,7,7,6,2,0,0,1,0,0,0,specimens/623_S.JPG
624,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,June,161a,Henszey & Co.,"Philadelphia, PA, USA",,,,,,,Albumen silver print,False,True,,,,,,,,,,,,,,,,"Portrait, children",,,specimens_resized/624_S.JPG,specimens_resized_panel/624_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",Henszey & Co.,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/624_S.JPG,6,186,0,0,3,7,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/624_S.JPG
625,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,July,193a,Loescher & Petsch,"Berlin, Germany",Loescher & Petsch,"Berlin, Germany",,366-367,218,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/625_S.JPG,specimens_resized_panel/625_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",Loescher & Petsch,Loescher & Petsch,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/625_S.JPG,10,186,0,0,3,7,3,0,1,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,0,0,0,0,0,0,specimens/625_S.JPG
626,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,August,225a,,,William Notman,"Montreal, Canada",,252,252,,Albumen silver print,False,True,,,,,,,,,,,,,,,,"Portrait, children",,,specimens_resized/626_S.JPG,specimens_resized_panel/626_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,"Notman, William",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/626_S.JPG,6,186,0,0,3,7,7,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/626_S.JPG
627,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,September,257a,,,F.A. Wenderoth,"Philadelphia, PA, USA",,,285-286,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Still life,,,specimens_resized/627_S.JPG,specimens_resized_panel/627_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",,"Wenderoth, F.A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/627_S.JPG,7,186,0,0,3,7,7,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,specimens/627_S.JPG
628,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1866,October,289a,Schreiber & Son,"Philadelphia, PA, USA",Hugh David and J.C. Browne,"Philadelphia, PA, USA",,,316-317,,Albumen silver print,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/628_S.JPG,specimens_resized_panel/628_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",Schreiber & Son,"David, Hugh and Browne, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/628_S.JPG,9,186,0,0,3,7,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/628_S.JPG
